,Ticker,close,date,high,low,month,open,volume,company,sector,symbol
0,RELIANCE,1159.08,2023-10-03 05:30:00,1167.8,1158.0,2023-10,1164.97,8859056,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
1,RELIANCE,1157.08,2023-10-04 05:30:00,1159.5,1147.55,2023-10,1154.5,10286386,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
2,RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,2023-10,1159.63,10953682,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
3,RELIANCE,1159.0,2023-10-06 05:30:00,1162.4,1156.03,2023-10,1158.53,5431026,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
4,RELIANCE,1149.13,2023-10-09 05:30:00,1155.97,1147.5,2023-10,1154.05,7576878,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
5,RELIANCE,1154.2,2023-10-10 05:30:00,1158.95,1151.88,2023-10,1153.28,10236032,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
6,RELIANCE,1172.53,2023-10-11 05:30:00,1174.85,1156.5,2023-10,1157.22,9814118,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
7,RELIANCE,1174.7,2023-10-12 05:30:00,1179.68,1169.08,2023-10,1171.93,12554450,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
8,RELIANCE,1174.65,2023-10-13 05:30:00,1178.75,1164.58,2023-10,1170.0,10150316,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
9,RELIANCE,1172.03,2023-10-16 05:30:00,1177.28,1168.0,2023-10,1172.5,5929036,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
10,RELIANCE,1177.63,2023-10-17 05:30:00,1179.85,1170.65,2023-10,1178.0,7928180,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
11,RELIANCE,1162.0,2023-10-18 05:30:00,1183.5,1160.5,2023-10,1177.63,8918320,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
12,RELIANCE,1153.08,2023-10-19 05:30:00,1160.9,1150.5,2023-10,1156.0,12032556,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
13,RELIANCE,1149.55,2023-10-20 05:30:00,1157.35,1148.15,2023-10,1150.0,8913312,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
14,RELIANCE,1131.6,2023-10-23 05:30:00,1153.13,1127.63,2023-10,1145.0,7853962,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
15,RELIANCE,1128.97,2023-10-25 05:30:00,1140.6,1121.5,2023-10,1125.03,11620688,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
16,RELIANCE,1113.25,2023-10-26 05:30:00,1129.0,1110.15,2023-10,1125.5,15222534,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
17,RELIANCE,1132.9,2023-10-27 05:30:00,1136.75,1117.97,2023-10,1120.0,11771084,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
18,RELIANCE,1156.25,2023-10-30 05:30:00,1162.5,1134.97,2023-10,1137.0,16813304,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
19,RELIANCE,1143.95,2023-10-31 05:30:00,1164.0,1141.45,2023-10,1164.0,12808438,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
20,RELIANCE,1148.7,2023-11-01 05:30:00,1158.75,1137.6,2023-11,1144.58,10309190,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
21,RELIANCE,1160.1,2023-11-02 05:30:00,1162.15,1153.97,2023-11,1156.97,10562104,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
22,RELIANCE,1159.85,2023-11-03 05:30:00,1167.47,1157.88,2023-11,1163.6,8850156,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
23,RELIANCE,1169.5,2023-11-06 05:30:00,1170.0,1162.8,2023-11,1166.15,10647304,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
24,RELIANCE,1161.9,2023-11-07 05:30:00,1169.55,1159.78,2023-11,1167.03,6960204,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
25,RELIANCE,1167.95,2023-11-08 05:30:00,1170.5,1160.88,2023-11,1166.0,7884494,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
26,RELIANCE,1155.28,2023-11-09 05:30:00,1167.95,1152.1,2023-11,1167.93,14513610,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
27,RELIANCE,1157.45,2023-11-10 05:30:00,1158.18,1149.03,2023-11,1152.78,7734954,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
28,RELIANCE,1165.33,2023-11-12 05:30:00,1166.0,1161.25,2023-11,1163.03,1419844,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
29,RELIANCE,1157.3,2023-11-13 05:30:00,1162.3,1155.85,2023-11,1161.45,3854810,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
30,RELIANCE,1178.22,2023-11-15 05:30:00,1180.97,1163.5,2023-11,1170.0,12220648,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
31,RELIANCE,1180.35,2023-11-16 05:30:00,1187.08,1173.47,2023-11,1175.55,13134910,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
32,RELIANCE,1177.78,2023-11-17 05:30:00,1186.63,1176.03,2023-11,1176.45,7758634,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
33,RELIANCE,1174.68,2023-11-20 05:30:00,1179.2,1168.2,2023-11,1174.28,4490186,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
34,RELIANCE,1189.45,2023-11-21 05:30:00,1194.0,1180.1,2023-11,1183.0,8214450,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
35,RELIANCE,1194.1,2023-11-22 05:30:00,1197.22,1186.1,2023-11,1187.5,8534814,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
36,RELIANCE,1197.75,2023-11-23 05:30:00,1200.0,1194.1,2023-11,1194.1,8531542,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
37,RELIANCE,1196.95,2023-11-24 05:30:00,1201.3,1195.53,2023-11,1195.8,6749486,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
38,RELIANCE,1197.2,2023-11-28 05:30:00,1199.85,1187.63,2023-11,1196.95,13792174,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
39,RELIANCE,1200.35,2023-11-29 05:30:00,1205.97,1199.03,2023-11,1204.0,12531306,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
40,RELIANCE,1188.72,2023-11-30 05:30:00,1200.35,1184.95,2023-11,1197.35,28439984,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
41,RELIANCE,1197.15,2023-12-01 05:30:00,1198.2,1188.8,2023-12,1189.0,14342842,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
42,RELIANCE,1210.1,2023-12-04 05:30:00,1225.0,1199.3,2023-12,1225.0,15590990,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
43,RELIANCE,1218.88,2023-12-05 05:30:00,1220.43,1210.83,2023-12,1219.5,12693624,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
44,RELIANCE,1230.55,2023-12-06 05:30:00,1236.47,1217.5,2023-12,1223.55,16422442,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
45,RELIANCE,1228.53,2023-12-07 05:30:00,1230.47,1221.0,2023-12,1230.0,8142096,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
46,RELIANCE,1227.88,2023-12-08 05:30:00,1238.35,1222.5,2023-12,1231.93,10204894,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
47,RELIANCE,1229.68,2023-12-11 05:30:00,1233.8,1226.2,2023-12,1228.0,7066138,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
48,RELIANCE,1212.03,2023-12-12 05:30:00,1232.47,1210.08,2023-12,1230.0,9197124,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
49,RELIANCE,1216.97,2023-12-13 05:30:00,1219.18,1203.15,2023-12,1211.0,10031182,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
50,RELIANCE,1232.08,2023-12-14 05:30:00,1237.47,1221.33,2023-12,1227.0,16972354,RELIANCE IND.,ENERGY,RELIANCE IND.: RELIANCE
