,Ticker,close,date,high,low,month,open,volume,company,sector,symbol
0,SBIN,602.95,2023-10-03 05:30:00,604.9,589.6,2023-10,596.6,15322196,SBI,BANKING,SBI: SBIN
1,SBIN,586.25,2023-10-04 05:30:00,600.45,584.45,2023-10,600.0,24914612,SBI,BANKING,SBI: SBIN
2,SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,2023-10,590.0,13248028,SBI,BANKING,SBI: SBIN
3,SBIN,594.25,2023-10-06 05:30:00,598.95,592.2,2023-10,593.4,8216780,SBI,BANKING,SBI: SBIN
4,SBIN,585.1,2023-10-09 05:30:00,589.0,581.55,2023-10,588.0,9189597,SBI,BANKING,SBI: SBIN
5,SBIN,591.65,2023-10-10 05:30:00,595.0,585.75,2023-10,587.0,10373508,SBI,BANKING,SBI: SBIN
6,SBIN,588.35,2023-10-11 05:30:00,597.0,587.6,2023-10,596.9,14220119,SBI,BANKING,SBI: SBIN
7,SBIN,586.05,2023-10-12 05:30:00,593.0,585.0,2023-10,590.8,11983797,SBI,BANKING,SBI: SBIN
8,SBIN,576.15,2023-10-13 05:30:00,581.3,574.8,2023-10,577.75,19064577,SBI,BANKING,SBI: SBIN
9,SBIN,575.65,2023-10-16 05:30:00,578.75,571.5,2023-10,576.0,11290293,SBI,BANKING,SBI: SBIN
10,SBIN,576.45,2023-10-17 05:30:00,579.95,575.3,2023-10,577.7,10765224,SBI,BANKING,SBI: SBIN
11,SBIN,572.65,2023-10-18 05:30:00,579.25,569.35,2023-10,577.75,11777454,SBI,BANKING,SBI: SBIN
12,SBIN,571.2,2023-10-19 05:30:00,574.0,567.0,2023-10,569.8,11441499,SBI,BANKING,SBI: SBIN
13,SBIN,563.1,2023-10-20 05:30:00,570.0,562.1,2023-10,569.9,11110988,SBI,BANKING,SBI: SBIN
14,SBIN,552.95,2023-10-23 05:30:00,566.0,551.0,2023-10,563.1,11875035,SBI,BANKING,SBI: SBIN
15,SBIN,556.2,2023-10-25 05:30:00,560.8,553.6,2023-10,558.6,12134624,SBI,BANKING,SBI: SBIN
16,SBIN,547.0,2023-10-26 05:30:00,552.9,543.2,2023-10,551.45,19424825,SBI,BANKING,SBI: SBIN
17,SBIN,561.15,2023-10-27 05:30:00,562.5,550.0,2023-10,550.0,10415296,SBI,BANKING,SBI: SBIN
18,SBIN,565.2,2023-10-30 05:30:00,566.7,556.5,2023-10,563.0,8593704,SBI,BANKING,SBI: SBIN
19,SBIN,565.55,2023-10-31 05:30:00,569.5,563.15,2023-10,567.0,13039696,SBI,BANKING,SBI: SBIN
20,SBIN,566.4,2023-11-01 05:30:00,569.65,563.85,2023-11,566.25,13575575,SBI,BANKING,SBI: SBIN
21,SBIN,572.1,2023-11-02 05:30:00,575.45,567.6,2023-11,571.1,11148516,SBI,BANKING,SBI: SBIN
22,SBIN,578.15,2023-11-03 05:30:00,579.5,573.45,2023-11,576.0,11371371,SBI,BANKING,SBI: SBIN
23,SBIN,574.35,2023-11-06 05:30:00,582.5,573.25,2023-11,582.0,16499138,SBI,BANKING,SBI: SBIN
24,SBIN,579.75,2023-11-07 05:30:00,581.2,572.6,2023-11,574.8,17923281,SBI,BANKING,SBI: SBIN
25,SBIN,580.3,2023-11-08 05:30:00,582.6,579.0,2023-11,581.9,15434808,SBI,BANKING,SBI: SBIN
26,SBIN,578.35,2023-11-09 05:30:00,581.85,576.5,2023-11,581.0,12434363,SBI,BANKING,SBI: SBIN
27,SBIN,579.5,2023-11-10 05:30:00,581.0,575.4,2023-11,577.8,6773038,SBI,BANKING,SBI: SBIN
28,SBIN,581.3,2023-11-12 05:30:00,584.75,580.1,2023-11,584.75,1947722,SBI,BANKING,SBI: SBIN
29,SBIN,581.35,2023-11-13 05:30:00,582.5,575.2,2023-11,581.0,11282362,SBI,BANKING,SBI: SBIN
30,SBIN,584.7,2023-11-15 05:30:00,588.0,582.6,2023-11,587.25,11397676,SBI,BANKING,SBI: SBIN
31,SBIN,584.65,2023-11-16 05:30:00,588.0,582.9,2023-11,584.7,8622660,SBI,BANKING,SBI: SBIN
32,SBIN,563.05,2023-11-17 05:30:00,574.5,562.1,2023-11,574.5,37173221,SBI,BANKING,SBI: SBIN
33,SBIN,563.75,2023-11-20 05:30:00,566.8,560.6,2023-11,564.0,12714585,SBI,BANKING,SBI: SBIN
34,SBIN,561.5,2023-11-21 05:30:00,566.65,561.0,2023-11,566.0,14280013,SBI,BANKING,SBI: SBIN
35,SBIN,558.95,2023-11-22 05:30:00,564.5,555.15,2023-11,562.95,14909071,SBI,BANKING,SBI: SBIN
36,SBIN,559.95,2023-11-23 05:30:00,563.5,558.3,2023-11,561.75,6376210,SBI,BANKING,SBI: SBIN
37,SBIN,560.35,2023-11-24 05:30:00,562.45,559.25,2023-11,561.95,6529851,SBI,BANKING,SBI: SBIN
38,SBIN,564.45,2023-11-28 05:30:00,565.2,561.1,2023-11,563.6,8153314,SBI,BANKING,SBI: SBIN
39,SBIN,568.6,2023-11-29 05:30:00,569.0,565.1,2023-11,568.0,10299034,SBI,BANKING,SBI: SBIN
40,SBIN,564.75,2023-11-30 05:30:00,570.2,563.65,2023-11,569.75,19758998,SBI,BANKING,SBI: SBIN
41,SBIN,571.75,2023-12-01 05:30:00,574.2,566.55,2023-12,567.0,10614230,SBI,BANKING,SBI: SBIN
42,SBIN,594.7,2023-12-04 05:30:00,596.0,584.55,2023-12,588.0,26077882,SBI,BANKING,SBI: SBIN
43,SBIN,608.25,2023-12-05 05:30:00,611.3,595.05,2023-12,595.05,36430152,SBI,BANKING,SBI: SBIN
44,SBIN,608.45,2023-12-06 05:30:00,614.0,604.55,2023-12,614.0,21439069,SBI,BANKING,SBI: SBIN
45,SBIN,611.7,2023-12-07 05:30:00,612.55,605.0,2023-12,610.0,10725706,SBI,BANKING,SBI: SBIN
46,SBIN,614.15,2023-12-08 05:30:00,616.8,605.35,2023-12,610.0,17722136,SBI,BANKING,SBI: SBIN
47,SBIN,614.25,2023-12-11 05:30:00,619.9,613.1,2023-12,615.0,11706255,SBI,BANKING,SBI: SBIN
48,SBIN,612.4,2023-12-12 05:30:00,617.95,610.8,2023-12,617.0,14494836,SBI,BANKING,SBI: SBIN
49,SBIN,619.85,2023-12-13 05:30:00,620.5,611.65,2023-12,614.45,13977914,SBI,BANKING,SBI: SBIN
50,SBIN,623.65,2023-12-14 05:30:00,627.75,622.4,2023-12,626.0,15813797,SBI,BANKING,SBI: SBIN
51,SBIN,648.25,2023-12-15 05:30:00,650.0,619.85,2023-12,628.0,29813572,SBI,BANKING,SBI: SBIN
52,SBIN,648.5,2023-12-18 05:30:00,655.65,642.4,2023-12,646.65,16221796,SBI,BANKING,SBI: SBIN
53,SBIN,655.4,2023-12-19 05:30:00,659.6,640.25,2023-12,648.5,19964008,SBI,BANKING,SBI: SBIN
54,SBIN,636.45,2023-12-20 05:30:00,660.4,633.95,2023-12,658.7,22542056,SBI,BANKING,SBI: SBIN
55,SBIN,643.75,2023-12-21 05:30:00,648.95,627.5,2023-12,632.15,19915516,SBI,BANKING,SBI: SBIN
56,SBIN,636.75,2023-12-22 05:30:00,649.4,635.15,2023-12,644.75,14998068,SBI,BANKING,SBI: SBIN
57,SBIN,638.05,2023-12-26 05:30:00,641.3,635.65,2023-12,638.85,10153089,SBI,BANKING,SBI: SBIN
58,SBIN,648.55,2023-12-27 05:30:00,649.45,639.0,2023-12,640.75,14417646,SBI,BANKING,SBI: SBIN
59,SBIN,651.4,2023-12-28 05:30:00,653.3,646.5,2023-12,650.25,16982092,SBI,BANKING,SBI: SBIN
60,SBIN,642.05,2023-12-29 05:30:00,649.6,639.55,2023-12,645.5,13221898,SBI,BANKING,SBI: SBIN
61,SBIN,641.35,2024-01-01 05:30:00,646.9,638.0,2024-01,642.2,8295548,SBI,BANKING,SBI: SBIN
62,SBIN,639.45,2024-01-02 05:30:00,648.0,633.85,2024-01,641.35,15164482,SBI,BANKING,SBI: SBIN
63,SBIN,643.45,2024-01-03 05:30:00,648.0,635.8,2024-01,639.35,14571772,SBI,BANKING,SBI: SBIN
64,SBIN,642.75,2024-01-04 05:30:00,646.4,638.65,2024-01,642.5,13883388,SBI,BANKING,SBI: SBIN
65,SBIN,641.95,2024-01-05 05:30:00,651.75,637.75,2024-01,645.0,15984585,SBI,BANKING,SBI: SBIN
66,SBIN,627.0,2024-01-08 05:30:00,645.0,625.05,2024-01,640.0,14739531,SBI,BANKING,SBI: SBIN
67,SBIN,625.4,2024-01-09 05:30:00,634.35,624.5,2024-01,632.0,13400235,SBI,BANKING,SBI: SBIN
68,SBIN,621.75,2024-01-10 05:30:00,625.3,618.2,2024-01,624.8,12742464,SBI,BANKING,SBI: SBIN
