,Ticker,close,date,high,low,month,open,volume,company,sector,symbol
0,LT,3073.25,2023-10-03 05:30:00,3077.45,2995.1,2023-10,3040.5,3254492,L&T,ENGINEERING,L&T: LT
1,LT,3027.75,2023-10-04 05:30:00,3064.1,2990.05,2023-10,3064.1,3100946,L&T,ENGINEERING,L&T: LT
2,LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,2023-10,3032.55,3413447,L&T,ENGINEERING,L&T: LT
3,LT,3093.7,2023-10-06 05:30:00,3114.95,3073.15,2023-10,3114.95,1898118,L&T,ENGINEERING,L&T: LT
4,LT,3074.7,2023-10-09 05:30:00,3085.0,3055.55,2023-10,3075.0,1181760,L&T,ENGINEERING,L&T: LT
5,LT,3076.0,2023-10-10 05:30:00,3099.0,3072.15,2023-10,3073.85,1551789,L&T,ENGINEERING,L&T: LT
6,LT,3088.7,2023-10-11 05:30:00,3110.0,3084.4,2023-10,3090.0,2066921,L&T,ENGINEERING,L&T: LT
7,LT,3081.75,2023-10-12 05:30:00,3105.05,3067.05,2023-10,3094.0,1870280,L&T,ENGINEERING,L&T: LT
8,LT,3089.6,2023-10-13 05:30:00,3099.0,3063.5,2023-10,3067.75,1437808,L&T,ENGINEERING,L&T: LT
9,LT,3101.9,2023-10-16 05:30:00,3113.25,3074.7,2023-10,3098.95,818794,L&T,ENGINEERING,L&T: LT
10,LT,3066.3,2023-10-17 05:30:00,3114.2,3063.0,2023-10,3109.9,1847182,L&T,ENGINEERING,L&T: LT
11,LT,3045.6,2023-10-18 05:30:00,3079.15,3037.15,2023-10,3068.65,1350839,L&T,ENGINEERING,L&T: LT
12,LT,3054.4,2023-10-19 05:30:00,3069.9,3007.15,2023-10,3025.6,1599104,L&T,ENGINEERING,L&T: LT
13,LT,3012.35,2023-10-20 05:30:00,3056.25,2977.3,2023-10,3039.95,1667471,L&T,ENGINEERING,L&T: LT
14,LT,2958.3,2023-10-23 05:30:00,3006.9,2949.0,2023-10,3003.0,1614030,L&T,ENGINEERING,L&T: LT
15,LT,2916.1,2023-10-25 05:30:00,2965.5,2910.3,2023-10,2959.0,2108353,L&T,ENGINEERING,L&T: LT
16,LT,2864.6,2023-10-26 05:30:00,2916.15,2857.05,2023-10,2906.0,3286109,L&T,ENGINEERING,L&T: LT
17,LT,2901.9,2023-10-27 05:30:00,2910.55,2857.65,2023-10,2864.65,2399538,L&T,ENGINEERING,L&T: LT
18,LT,2926.35,2023-10-30 05:30:00,2932.0,2856.15,2023-10,2899.2,1693052,L&T,ENGINEERING,L&T: LT
19,LT,2929.05,2023-10-31 05:30:00,2951.55,2907.95,2023-10,2929.95,1556467,L&T,ENGINEERING,L&T: LT
20,LT,2895.3,2023-11-01 05:30:00,2983.15,2871.05,2023-11,2947.45,3875595,L&T,ENGINEERING,L&T: LT
21,LT,2918.1,2023-11-02 05:30:00,2937.85,2903.2,2023-11,2935.0,1451606,L&T,ENGINEERING,L&T: LT
